context_length,depth,total_token,top_k,config_label,mode,model,eagle_model,prompt,num_tokens,num_steps,wall_ms,tok_per_sec,mean_accepted_per_step,acceptance_rate,mean_verify_ms,verify_fraction
4096,8,110,16,b=16 d=8 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,22996.5,5.6,1.0,0.0091,99.375,0.5575
4096,8,110,16,b=16 d=8 tt=110,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,23127.1,5.6,1.0,0.0091,99.584,0.5555
4096,8,110,16,b=16 d=8 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,20324.0,6.3,1.0,0.0091,78.136,0.4959
4096,8,110,16,b=16 d=8 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,19530.4,6.6,1.0,0.0091,72.078,0.4761
4096,8,110,16,b=16 d=8 tt=110,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,19583.5,6.6,1.0,0.0091,72.094,0.4749
4096,16,219,16,b=16 d=16 tt=219,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,38489.5,3.4,1.0,0.0046,169.637,0.5685
4096,16,219,16,b=16 d=16 tt=219,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,38407.0,3.4,1.0,0.0046,169.135,0.5681
4096,16,219,16,b=16 d=16 tt=219,vanilla,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,38557.0,3.3,1.0,0.0046,169.463,0.567
4096,16,219,16,b=16 d=16 tt=219,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",129,129,29883.5,4.3,1.0,0.0046,103.074,0.4449
4096,16,219,16,b=16 d=16 tt=219,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,129,129,29134.5,4.4,1.0,0.0046,97.273,0.4307
4096,16,219,16,b=16 d=16 tt=219,ragged,/home/202311016/models/Meta-Llama-3-8B-Instruct-W4A16-g128-split-interleaved,/home/202311016/models/EAGLE-LLaMA3-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,129,129,29212.6,4.4,1.0,0.0046,97.033,0.4285
